,DOI,title,author,volume,issue,issued_year,issued_month,crossref_ref_by_count,gscholar_ref_by_count,journal,file_name,cites_per_year
2053,10.1007/s42113-019-00029-y,['Robust Modeling in Cognitive Science'],"['Michael D. Lee', 'Amy H. Criss', 'Berna Devezer', 'Christopher Donkin', 'Alexander Etz', 'Fábio P. Leite', 'Dora Matzke', 'Jeffrey N. Rouder', 'Jennifer S. Trueblood', 'Corey N. White', 'Joachim Vandekerckhove']",2,3-4,2019,4,69.0,145.0,cbb,,9.9
2054,10.1007/s42113-019-00031-4,['Frequency-Sensitivity and Magnitude-Sensitivity in Decision-Making: Predictions of a Theoretical Model-Based Study'],"['Thomas Bose', 'Freya Bottom', 'Andreagiovanni Reina', 'James A. R. Marshall']",3,1,2019,5,2.0,,cbb,,0.3
2055,10.1007/s42113-019-00033-2,['Search for the Missing Dimensions: Building a Feature-Space Representation for a Natural-Science Category Domain'],"['Robert M. Nosofsky', 'Craig A. Sanders', 'Brian J. Meagher', 'Bruce J. Douglas']",3,1,2019,6,7.0,,cbb,,1.0
2056,10.1007/s42113-019-00032-3,['Computational Resource Demands of a Predictive Bayesian Brain'],"['Johan Kwisthout', 'Iris van Rooij']",3,2,2019,6,33.0,,cbb,,4.7
2057,10.1007/s42113-019-00034-1,['Theories of the Wason Selection Task: a Critical Assessment of Boundaries and Benchmarks'],"['David Kellen', 'Karl Christoph Klauer']",3,3,2019,7,4.0,,cbb,,0.6
2058,10.1007/s42113-019-00048-9,['The Many Functions of Quantitative Modeling'],['David J. Cox'],2,3-4,2019,7,5.0,,cbb,,0.7
2059,10.1007/s42113-019-00040-3,['Blinded Inference: an Opportunity for Mathematical Modelers to Lead the Way in Research Reform'],"['Jeffrey J. Starns', 'Andrea M. Cataldo', 'Caren M. Rotello']",2,3-4,2019,7,0.0,,cbb,,0.0
2060,10.1007/s42113-019-00044-z,['Potential Contributions of Clinical Mathematical Psychology to Robust Modeling in Cognitive Science'],"['Richard W. J. Neufeld', 'Colleen Diane Cutler']",2,3-4,2019,7,1.0,,cbb,,0.1
2061,10.1007/s42113-019-00039-w,['On the Importance of Power Analyses for Cognitive Modeling'],"['Sebastian Gluth', 'Jana B. Jarecki']",2,3-4,2019,7,5.0,,cbb,,0.7
2062,10.1007/s42113-019-00043-0,['Commentary on “Robust Modeling in Cognitive Science: Misunderstanding the Goal of Modeling”'],['Richard M. Shiffrin'],2,3-4,2019,7,2.0,,cbb,,0.3
2063,10.1007/s42113-019-00041-2,['On Testing and Developing Cognitive Models'],['Thomas J. Palmeri'],2,3-4,2019,7,1.0,,cbb,,0.1
2064,10.1007/s42113-019-00045-y,['Neglected Sources of Flexibility in Psychological Theories: from Replicability to Good Explanations'],"['Aba Szollosi', 'Chris Donkin']",2,3-4,2019,7,13.0,,cbb,,1.9
2065,10.1007/s42113-019-00046-x,['Correction to: An Instance Theory of Semantic Memory'],"['Randall K. Jamieson', 'Johnathan E. Avery', 'Brendan T. Johns', 'Michael N. Jones']",3,1,2019,7,3.0,,cbb,,0.4
2066,10.1007/s42113-019-00052-z,['Interpreting Model Comparison Requires Understanding Model-Stimulus Relationships'],"['Stephen B. Broomell', 'Sabina J. Sloman', 'Leslie M. Blaha', 'Julia Chelen']",2,3-4,2019,8,6.0,,cbb,,0.9
2067,10.1007/s42113-019-00035-0,['Maximizing the Expected Information Gain of Cognitive Modeling via Design Optimization'],"['Daniel W. Heck', 'Edgar Erdfelder']",2,3-4,2019,8,8.0,,cbb,,1.1
2068,10.1007/s42113-019-00038-x,['Preregistration of Modeling Exercises May Not Be Useful'],"['Steven N. MacEachern', 'Trisha Van Zandt']",2,3-4,2019,8,10.0,,cbb,,1.4
2069,10.1007/s42113-019-00037-y,['A Model Hierarchy for Psychological Science'],['David Kellen'],2,3-4,2019,8,26.0,,cbb,,3.7
2070,10.1007/s42113-019-00050-1,['Robust Modeling Through Design Optimization'],"['Mark A. Pitt', 'Jay I. Myung']",2,3-4,2019,8,3.0,,cbb,,0.4
2071,10.1007/s42113-019-00042-1,['A Joint Deep Neural Network and Evidence Accumulation Modeling Approach to Human Decision-Making with Naturalistic Images'],"['William R. Holmes', 'Payton O’Daniels', 'Jennifer S. Trueblood']",3,1,2019,8,15.0,,cbb,,2.1
2072,10.1007/s42113-019-00053-y,['People Infer Recursive Visual Concepts from Just a Few Examples'],"['Brenden M. Lake', 'Steven T. Piantadosi']",3,1,2019,8,15.0,,cbb,,2.1
2073,10.1007/s42113-019-00049-8,['Robust Standards in Cognitive Science'],"['Sophia Crüwell', 'Angelika M. Stefan', 'Nathan J. Evans']",2,3-4,2019,8,18.0,,cbb,,2.6
2074,10.1007/s42113-019-00055-w,['Towards Replication in Computational Cognitive Modeling: a Machine Learning Perspective'],"['Chris Emmery', 'Ákos Kádár', 'Travis J. Wiltshire', 'Andrew T. Hendrickson']",2,3-4,2019,8,4.0,,cbb,,0.6
2075,10.1007/s42113-019-00054-x,"['All models are wrong, some are useful, but are they reproducible? Commentary on Lee et al. (2019)']","['Micah K. Wilson', 'Russell James Boag', 'Luke Strickland']",2,3-4,2019,8,11.0,,cbb,,1.6
2076,10.1007/s42113-019-00047-w,['Modeling Retest Effects in a Longitudinal Measurement Burst Study of Memory'],"['Adam W. Broitman', 'Michael J. Kahana', 'M. Karl Healey']",3,2,2019,8,6.0,,cbb,,0.9
2077,10.1007/s42113-019-00065-8,['What Does It Mean for Psychological Modeling to Be More Robust?'],['Kevin A. Gluck'],2,3-4,2019,9,0.0,,cbb,,0.0
2078,10.1007/s42113-019-00063-w,['Beyond Registration Pre and Post'],"['Paul De Boeck', 'Minjeong Jeon', 'Lawrence Gore']",2,3-4,2019,9,1.0,,cbb,,0.1
2079,10.1007/s42113-019-00060-z,['Promoting Cumulation in models of the human mind'],['Glenn Gunzelmann'],2,3-4,2019,9,3.0,,cbb,,0.4
2080,10.1007/s42113-019-00058-7,['Pragmatic Inference and Visual Abstraction Enable Contextual Flexibility During Visual Communication'],"['Judith E. Fan', 'Robert D. Hawkins', 'Mike Wu', 'Noah D. Goodman']",3,1,2019,9,23.0,,cbb,,3.3
2081,10.1007/s42113-019-00056-9,['The Really Risky Registered Modeling Report: Incentivizing Strong Tests and HONEST Modeling in Cognitive Science'],['Wolf Vanpaemel'],2,3-4,2019,10,9.0,,cbb,,1.3
2082,10.1007/s42113-019-00064-9,['Conceptual Organization is Revealed by Consumer Activity Patterns'],"['Adam N. Hornsby', 'Thomas Evans', 'Peter S. Riefer', 'Rosie Prior', 'Bradley C. Love']",3,2,2019,10,9.0,,cbb,,1.3
2083,10.1007/s42113-019-00057-8,['Need of Mathematical Formalism in Proposals for Robust Modeling'],['Erkan Buzbas'],2,3-4,2019,10,2.0,,cbb,,0.3
2084,10.1007/s42113-019-00069-4,['Reward Prediction Errors Reflect an Underlying Learning Process That Parallels Behavioural Adaptations: A Trial-to-Trial Analysis'],"['Chad C. Williams', 'Cameron D. Hassall', 'Talise Lindenbach', 'Olave E. Krigolson']",3,2,2019,10,8.0,,cbb,,1.1
2085,10.1007/s42113-019-00059-6,['We Have Not Looked at Our Results Until We Have Displayed Them Effectively: a Comment on Robust Modeling in Cognitive Science'],['Leslie M. Blaha'],2,3-4,2019,10,3.0,,cbb,,0.4
2086,10.1007/s42113-019-00067-6,['Modeling the Effect of Speed Emphasis in Probabilistic Category Learning'],"['David K. Sewell', 'Alexander Stallman']",3,2,2019,10,14.0,,cbb,,2.0
2087,10.1007/s42113-019-00036-z,['Cultural Problems Cannot Be Solved with Technical Solutions Alone'],"['Simon D. Lilburn', 'Daniel R. Little', 'Adam F. Osth', 'Philip L. Smith']",2,3-4,2019,10,2.0,,cbb,,0.3
2088,10.1007/s42113-019-00066-7,['Robust Diversity in Cognitive Science'],"['Joachim Vandekerckhove', 'Corey N. White', 'Jennifer S. Trueblood', 'Jeffrey N. Rouder', 'Dora Matzke', 'Fábio P. Leite', 'Alexander Etz', 'Christopher Donkin', 'Berna Devezer', 'Amy H. Criss', 'Michael D. Lee']",2,3-4,2019,10,3.0,,cbb,,0.4
2089,10.1007/s42113-019-00051-0,['The Experiment is just as Important as the Likelihood in Understanding the Prior: a Cautionary Note on Robust Cognitive Modeling'],"['Lauren Kennedy', 'Daniel Simpson', 'Andrew Gelman']",2,3-4,2019,10,11.0,,cbb,,1.6
2090,10.1007/s42113-019-00062-x,['The Importance of Standards for Sharing of Computational Models and Data'],"['Russell A Poldrack', 'Franklin Feingold', 'Michael J Frank', 'Padraig Gleeson', 'Gilles de Hollander', 'Quentin J. M. Huys', 'Bradley C. Love', 'Christopher J. Markiewicz', 'Rosalyn Moran', 'Petra Ritter', 'Timothy T. Rogers', 'Brandon M. Turner', 'Tal Yarkoni', 'Ming Zhan', 'Jonathan D. Cohen']",2,3-4,2019,10,11.0,,cbb,,1.6
2091,10.1007/s42113-019-00061-y,['What Do the Rules for the Wrong Game Tell us About How to Play the Right Game?'],['Andrew Heathcote'],2,3-4,2019,10,2.0,,cbb,,0.3
2092,10.1007/s42113-019-00071-w,['Neural Habituation Enhances Novelty Detection: an EEG Study of Rapidly Presented Words'],"['Len P. L. Jacob', 'David E. Huber']",3,2,2019,12,8.0,,cbb,,1.1
2093,10.1007/s42113-019-00068-5,['Measures of Neural Similarity'],"['S. Bobadilla-Suarez', 'C. Ahlheim', 'A. Mehrotra', 'A. Panos', 'B. C. Love']",3,4,2019,12,42.0,,cbb,,6.0
2094,10.1007/s42113-020-00074-y,['Not all Speed-Accuracy Trade-Off Manipulations Have the Same Psychological Effect'],"['Dimitris Katsimpokis', 'Guy E. Hawkins', 'Leendert van Maanen']",3,3,2020,1,36.0,,cbb,,6.0
2095,10.1007/s42113-020-00073-z,['Training Deep Networks to Construct a Psychological Feature Space for a Natural-Object Category Domain'],"['Craig A. Sanders', 'Robert M. Nosofsky']",3,3,2020,1,32.0,,cbb,,5.3
2096,10.1007/s42113-020-00080-0,['A Hierarchical Latent Space Network Model for Population Studies of Functional Connectivity'],"['James D. Wilson', 'Skyler Cranmer', 'Zhong-Lin Lu']",3,4,2020,3,13.0,,cbb,,2.2
2097,10.1007/s42113-020-00078-8,['Modeling Preference Reversals in Context Effects over Time'],"['Andrea M. Cataldo', 'Andrew L. Cohen']",4,1,2020,3,14.0,,cbb,,2.3
2098,10.1007/s42113-020-00075-x,['A Cautionary Note on Evidence-Accumulation Models of Response Inhibition in the Stop-Signal Paradigm'],"['Dora Matzke', 'Gordon D. Logan', 'Andrew Heathcote']",3,3,2020,3,17.0,,cbb,,2.8
2099,10.1007/s42113-020-00076-w,['Hierarchical Hidden Markov Models for Response Time Data'],"['Deborah Kunkel', 'Zhifei Yan', 'Peter F. Craigmile', 'Mario Peruggia', 'Trisha Van Zandt']",4,1,2020,3,3.0,,cbb,,0.5
2100,10.1007/s42113-020-00072-0,['Extensions of Multivariate Dynamical Systems to Simultaneously Explain Neural and Behavioral Data'],"['Qingfang Liu', 'Alexander A. Petrov', 'Zhong-Lin Lu', 'Brandon M. Turner']",3,4,2020,3,2.0,,cbb,,0.3
2101,10.1007/s42113-019-00070-x,['The Bayesian Methodology of Sir Harold Jeffreys as a Practical Alternative to the P Value Hypothesis Test'],"['Alexander Ly', 'Angelika Stefan', 'Johnny van Doorn', 'Fabian Dablander', 'Don van den Bergh', 'Alexandra Sarafoglou', 'S̆imon Kucharský', 'Koen Derks', 'Quentin F. Gronau', 'Akash Raj', 'Udo Boehm', 'Erik-Jan van Kesteren', 'Max Hinne', 'Dora Matzke', 'Maarten Marsman', 'Eric-Jan Wagenmakers']",3,2,2020,4,26.0,,cbb,,4.3
2102,10.1007/s42113-020-00079-7,['Real-time Adaptive Design Optimization Within Functional MRI Experiments'],"['Giwon Bahg', 'Per B. Sederberg', 'Jay I. Myung', 'Xiangrui Li', 'Mark A. Pitt', 'Zhong-Lin Lu', 'Brandon M. Turner']",3,4,2020,4,4.0,,cbb,,0.7
2103,10.1007/s42113-020-00077-9,['Explanation or Modeling: a Reply to Kellen and Klauer'],"['Marco Ragni', 'P. N. Johnson-Laird']",3,3,2020,4,1.0,,cbb,,0.2
2104,10.1007/s42113-020-00084-w,['Simultaneous Hierarchical Bayesian Parameter Estimation for Reinforcement Learning and Drift Diffusion Models: a Tutorial and Links to Neural Data'],"['Mads L. Pedersen', 'Michael J. Frank']",3,4,2020,5,52.0,,cbb,,8.7
2105,10.1007/s42113-020-00087-7,['Perceptual Decision-Making in Children: Age-Related Differences and EEG Correlates'],"['Catherine Manning', 'Eric-Jan Wagenmakers', 'Anthony M. Norcia', 'Gaia Scerif', 'Udo Boehm']",4,1,2020,6,16.0,,cbb,,2.7
2106,10.1007/s42113-020-00083-x,['Modulation of Dopamine for Adaptive Learning: a Neurocomputational Model'],"['Jeffrey B. Inglis', 'Vivian V. Valentin', 'F. Gregory Ashby']",4,1,2020,6,3.0,,cbb,,0.5
2107,10.1007/s42113-020-00081-z,['On Simulating Neural Damage in Connectionist Networks'],"['Olivia Guest', 'Andrea Caso', 'Richard P. Cooper']",3,3,2020,6,7.0,,cbb,,1.2
2108,10.1007/s42113-020-00085-9,['Modeling Optimal Stopping in Changing Environments: a Case Study in Mate Selection'],"['Michael D. Lee', 'Karyssa A. Courey']",4,1,2020,6,8.0,,cbb,,1.3
2109,10.1007/s42113-020-00086-8,['Modeling the Wason Selection Task: a Response to Ragni and Johnson-Laird (2020)'],"['David Kellen', 'Karl Christoph Klauer']",3,3,2020,7,0.0,,cbb,,0.0
2110,10.1007/s42113-020-00082-y,['Bayesian Inference for Multidimensional Scaling Representations with Psychologically Interpretable Metrics'],"['Quentin F. Gronau', 'Michael D. Lee']",3,3,2020,7,9.0,,cbb,,1.5
2111,10.1007/s42113-020-00088-6,['Simulating Code-switching Using a Neural Network Model of Bilingual Sentence Production'],"['Chara Tsoukala', 'Mirjam Broersma', 'Antal van den Bosch', 'Stefan L. Frank']",4,1,2020,8,12.0,,cbb,,2.0
2112,10.1007/s42113-020-00089-5,['Catastrophic Interference in Predictive Neural Network Models of Distributional Semantics'],"['Willa M. Mannering', 'Michael N. Jones']",4,1,2020,8,9.0,,cbb,,1.5
2113,10.1007/s42113-020-00090-y,['The Moderating Role of Feedback on Forgetting in Item Recognition'],"['Aslı Kılıç', 'Jessica Fontaine', 'Kenneth J. Malmberg', 'Amy H. Criss']",4,2,2020,9,1.0,,cbb,,0.2
2114,10.1007/s42113-020-00092-w,['Modeling Strategy Switches in Multi-attribute Decision Making'],"['Michael D. Lee', 'Kevin A. Gluck']",4,2,2020,10,10.0,,cbb,,1.7
2115,10.1007/s42113-020-00091-x,['Inference and Search on Graph-Structured Spaces'],"['Charley M. Wu', 'Eric Schulz', 'Samuel J. Gershman']",4,2,2020,11,12.0,,cbb,,2.0
2116,10.1007/s42113-020-00096-6,['Breaking Deadlocks: Reward Probability and Spontaneous Preference Shape Voluntary Decisions and Electrophysiological Signals in Humans'],"['Wojciech Zajkowski', 'Dominik Krzemiński', 'Jacopo Barone', 'Lisa H. Evans', 'Jiaxiang Zhang']",4,2,2020,11,2.0,,cbb,,0.3
2117,10.1007/s42113-020-00093-9,['Hierarchical Reinforcement Learning Explains Task Interleaving Behavior'],"['Christoph Gebhardt', 'Antti Oulasvirta', 'Otmar Hilliges']",4,3,2020,11,21.0,,cbb,,3.5
2118,10.1007/s42113-020-00097-5,['Timing of Readiness Potentials Reflect a Decision-making Process in the Human Brain'],"['Kitty K. Lui', 'Michael D. Nunez', 'Jessica M. Cassidy', 'Joachim Vandekerckhove', 'Steven C. Cramer', 'Ramesh Srinivasan']",4,3,2020,11,18.0,,cbb,,3.0
2119,10.1007/s42113-020-00095-7,['Computational Neural Mechanisms of Goal-Directed Planning and Problem Solving'],"['Justin M. Fine', 'Noah Zarr', 'Joshua W. Brown']",3,4,2020,11,7.0,,cbb,,1.2
2120,10.1007/s42113-020-00094-8,['Scale-Dependent Relationships in Natural Language'],"['Aakash Sarkar', 'Marc W. Howard']",4,2,2021,1,0.0,,cbb,,0.0
2121,10.1007/s42113-021-00099-x,['Brief at the Risk of Being Misunderstood: Consolidating Population- and Individual-Level Tendencies'],['Thomas Brochhagen'],4,3,2021,2,2.0,,cbb,,0.4
2122,10.1007/s42113-021-00098-y,['The Costs and Benefits of Goal-Directed Attention in Deep Convolutional Neural Networks'],"['Xiaoliang Luo', 'Brett D. Roads', 'Bradley C. Love']",4,2,2021,2,15.0,,cbb,,3.0
2123,10.1007/s42113-021-00101-6,['Alleviating the Cold Start Problem in Adaptive Learning using Data-Driven Difficulty Estimates'],"['Maarten van der Velde', 'Florian Sense', 'Jelmer Borst', 'Hedderik van Rijn']",4,2,2021,3,24.0,,cbb,,4.8
2124,10.1007/s42113-021-00102-5,['Recovering Reliable Idiographic Biological Parameters from Noisy Behavioral Data: the Case of Basal Ganglia Indices in the Probabilistic Selection Task'],"['Yinan Xu', 'Andrea Stocco']",4,3,2021,3,6.0,,cbb,,1.2
2125,10.1007/s42113-021-00100-7,['Neural Networks Trained on Natural Scenes Exhibit Gestalt Closure'],"['Been Kim', 'Emily Reif', 'Martin Wattenberg', 'Samy Bengio', 'Michael C. Mozer']",4,3,2021,4,30.0,,cbb,,6.0
2126,10.1007/s42113-021-00103-4,['Beyond Rescorla–Wagner: the Ups and Downs of Learning'],"['Gianluca Calcagni', 'Justin A. Harris', 'Ricardo Pellón']",4,3,2021,4,0.0,,cbb,,0.0
2127,10.1007/s42113-021-00105-2,['The Discovery and Interpretation of Evidence Accumulation Stages'],"['Leendert van Maanen', 'Oscar Portoles', 'Jelmer P. Borst']",4,4,2021,4,21.0,,cbb,,4.2
2128,10.1007/s42113-021-00104-3,['Exploring the Performance Consequences of Target Prevalence and Ecological Display Designs When Using an Automated Aid'],"['Cara M. Kneeland', 'Joseph W. Houpt', 'Kevin B. Bennett']",4,3,2021,4,4.0,,cbb,,0.8
2129,10.1007/s42113-021-00106-1,['Multidimensionality in Executive Function Profiles in Schizophrenia: a Computational Approach Using the Wisconsin Card Sorting Task'],"['Darren Haywood', 'Frank D. Baughman']",4,4,2021,4,9.0,,cbb,,1.8
2130,10.1007/s42113-021-00107-0,['Dynamic Perception of Well-Learned Perceptual Objects'],"['Samuel M. Harding', 'Denis Cousineau', 'Richard M. Shiffrin']",4,4,2021,5,3.0,,cbb,,0.6
2131,10.1007/s42113-021-00108-z,['Exploring the Effects of Perceptual Separability on Human-Automation Team Efficiency'],"['Sidney T. Scott-Sharoni', 'Yusuke Yamani', 'Cara M. Kneeland', 'Shelby K. Long', 'Jing Chen', 'Joseph W. Houpt']",4,4,2021,5,2.0,,cbb,,0.4
2132,10.1007/s42113-021-00109-y,['A Critical Evaluation of the FBST ev for Bayesian Hypothesis Testing'],"['Alexander Ly', 'Eric-Jan Wagenmakers']",5,4,2021,6,5.0,,cbb,,1.0
2133,10.1007/s42113-021-00113-2,['Bayes Factors for Mixed Models'],"['Johnny van Doorn', 'Frederik Aust', 'Julia M. Haaf', 'Angelika M. Stefan', 'Eric-Jan Wagenmakers']",6,1,2021,7,24.0,,cbb,,4.8
2134,10.1007/s42113-021-00110-5,['On the Measure-Theoretic Premises of Bayes Factor and Full Bayesian Significance Tests: a Critical Reevaluation'],['Riko Kelter'],5,4,2021,7,10.0,,cbb,,2.0
2135,10.1007/s42113-021-00112-3,['Human Belief State-Based Exploration and Exploitation in an Information-Selective Symmetric Reversal Bandit Task'],"['Lilla Horvath', 'Stanley Colcombe', 'Michael Milham', 'Shruti Ray', 'Philipp Schwartenbeck', 'Dirk Ostwald']",4,4,2021,8,10.0,,cbb,,2.0
2136,10.1007/s42113-021-00120-3,['The Limits of Marginality'],"['Andrew Heathcote', 'Dora Matzke']",6,1,2021,9,3.0,,cbb,,0.6
2137,10.1007/s42113-021-00117-y,['Bayes Factor Model Comparisons Across Parameter Values for Mixed Models'],"['Maximilian Linde', 'Don van Ravenzwaaij']",6,1,2021,9,1.0,,cbb,,0.2
2138,10.1007/s42113-021-00115-0,['Hidden Markov Models of Evidence Accumulation in Speeded Decision Tasks'],"['Šimon Kucharský', 'N.-Han Tran', 'Karel Veldkamp', 'Maartje Raijmakers', 'Ingmar Visser']",4,4,2021,9,8.0,,cbb,,1.6
2139,10.1007/s42113-021-00111-4,['A Computational Dual-Process Model of Fixation-Duration Control in Natural Scene Viewing'],"['R. Calen Walshe', 'Antje Nuthmann']",4,4,2021,9,6.0,,cbb,,1.2
2140,10.1007/s42113-021-00116-z,['Variable-Drift Diffusion Models of Pedestrian Road-Crossing Decisions'],"['Jami Pekkanen', 'Oscar Terence Giles', 'Yee Mun Lee', 'Ruth Madigan', 'Tatsuru Daimon', 'Natasha Merat', 'Gustav Markkula']",5,1,2021,10,46.0,,cbb,,9.2
2141,10.1007/s42113-021-00119-w,['Publisher Correction to: A Computational Dual-Process Model of Fixation-Duration Control in Natural Scene Viewing'],"['R. Calen Walshe', 'Antje Nuthmann']",4,4,2021,10,0.0,,cbb,,0.0
2142,10.1007/s42113-021-00118-x,['Benefits of Bayesian Model Averaging for Mixed-Effects Modeling'],"['Daniel W. Heck', 'Florence Bockting']",6,1,2021,10,5.0,,cbb,,1.0
2143,10.1007/s42113-021-00124-z,['How Do People Generalize Causal Relations over Objects? A Non-parametric Bayesian Account'],"['Bonan Zhao', 'Christopher G. Lucas', 'Neil R. Bramley']",5,1,2021,11,6.0,,cbb,,1.2
2144,10.1007/s42113-021-00123-0,['A Tale of Two Literatures: A Fidelity-Based Integration Account of Central Tendency Bias and Serial Dependency'],"['Ke Tong', 'Chad Dubé']",5,1,2022,1,19.0,,cbb,,4.8
2145,10.1007/s42113-021-00122-1,['Wheel of Fortune: a Cross-cultural Examination of How Expertise Shapes the Mental Representations of Familiar and Unfamiliar Numerals'],"['Paul M. Garrett', 'Murray Bennett', 'Yu-Tzu Hsieh', 'Zachary L. Howard', 'Cheng-Ta Yang', 'Daniel R. Little', 'Ami Eidels']",5,1,2022,1,1.0,,cbb,,0.2
